,sa,hi_ref,hi_pred,BLEU,CHRF++
99,मोहाद्भवति देहत्वं यथैव कस्यचित् दिग्विपर्य्यासो पश्यत्यज्ञानयोगतः तद्वदात्मनि,"जैसे किसी को मोहवश दिग्भ्रम हो जाता है, वैसे ही अज्ञान के कारण मनुष्य आत्मा में देहभाव देखता है","जैसे किसी को मोहवश दिग्भ्रम हो जाता है, वैसे ही अज्ञान के कारण मनुष्य आत्मा में देहभाव देखता है",100.00000000000004,100.0
100,सुसंयमी वा यदि वा न संयमी सुसंग्रही वा यदि वा नसंग्रही ॥,अच्छी तरह जितेन्द्री हो अथवा न हो अच्छी तरह संग्रह करने वाला हो अथवा न हो कर्म करता हो अथवा न करता हो सर्वव्यापी जो ईश्वर आत्मा है उसको प्राप्त होता है,अच्छी तरह जितेन्द्री हो अथवा न हो अच्छी तरह संग्रह करने वाला हो अथवा न हो कर्म करता हो अथवा न करता हो सर्वव्यापी जो ईश्वर आत्मा है उसको प्राप्त होता है,100.00000000000004,100.0
101,यदि नसंग्रही सुसंग्रही वा यदि न वा वा वा संयमी सुसंयमी ॥,अच्छी तरह जितेन्द्री हो अथवा न हो अच्छी तरह संग्रह करने वाला हो अथवा न हो कर्म करता हो अथवा न करता हो सर्वव्यापी जो ईश्वर आत्मा है उसको प्राप्त होता है,अच्छी तरह जितेन्द्री हो अथवा न हो अच्छी तरह संग्रह करने वाला हो अथवा न हो कर्म करता हो अथवा न करता हो सर्वव्यापी जो ईश्वर आत्मा है उसको प्राप्त होता है,100.00000000000004,100.0
102,यदि वा वा संयमी नसंग्रही यदि वा सुसंयमी सुसंग्रही न वा ॥,अच्छी तरह जितेन्द्री हो अथवा न हो अच्छी तरह संग्रह करने वाला हो अथवा न हो कर्म करता हो अथवा न करता हो सर्वव्यापी जो ईश्वर आत्मा है उसको प्राप्त होता है,अच्छी तरह जितेन्द्री हो अथवा न हो अच्छी तरह संग्रह करने वाला हो अथवा न हो कर्म करता हो अथवा न करता हो सर्वव्यापी जो ईश्वर आत्मा है उसको प्राप्त होता है,100.00000000000004,100.0
103,नाहं कर्ता न भोक्ता च न मे कर्म पुराऽधुना न मे देहो विदेहो वा निर्ममेति ममेति किम्,"न में कर्ता हूं न भोक्ता हूं न मेरे पहिले कर्म थे न अब हैं, न मेरे देह है, न विदेह है, फिर निर्ममता और ममता कैसे हो सकते हैं","न में कर्ता हूं न भोक्ता हूं न मेरे पहिले कर्म थे न अब हैं, न मेरे देह है, न विदेह है, फिर निर्ममता और ममता कैसे हो सकते हैं",100.00000000000004,100.0
104,मे न न कर्ता मे न विदेहो देहो च किम् निर्ममेति पुराऽधुना ममेति भोक्ता नाहं वा कर्म,"न में कर्ता हूं न भोक्ता हूं न मेरे पहिले कर्म थे न अब हैं, न मेरे देह है, न विदेह है, फिर निर्ममता और ममता कैसे हो सकते हैं","न में कर्ता हूं न भोक्ता हूं न मेरे पहिले कर्म थे न अब हैं, न मेरे देह है, न विदेह है, फिर निर्ममता और ममता कैसे हो सकते हैं",100.00000000000004,100.0
105,स्वमल्पबुद्धधा नृपते प्राणानुत्स्रष्टुमर्हसि अथवाप्यवगच्छामि न वृद्धाः सेवितास्त्वया,नरेश्वर ! तुम अपनी अल्पबुद्धिके कारण ही आज प्राण त्याग करने को उतारू हो गये हो अथवा मैं समझता हूँ कि तुमने कभी वृद्धपुरुषका सेवन नहीं किया है,नरेश्वर! तुम अपनी अल्पबुद्धिके कारण ही आज प्राण त्याग करने को उतारू हो गये हो अथवा मैं समझता हूँ कि तुमने कभी वृद्धपुरुषका सेवन नहीं किया है,100.00000000000004,100.0
106,अतीतानागतं कर्म वर्तमानं तथैव च न करोमि न भुञ्जामि इति मे निश्चला मतिः,जो बीत गए हैं जो आनेवाले हैं और वर्तमान हैं ऐसे जो कर्म हैं उनको में न करता हूँ न भोगता हूँ यह मेरी निश्चल बुद्धि है,जो बीत गए हैं जो आनेवाले हैं और वर्तमान हैं ऐसे जो कर्म हैं उनको में न करता हूँ न भोगता हूँ यह मेरी निश्चल बुद्धि है,100.00000000000004,100.0
107,भुञ्जामि तथैव मे न च निश्चला अतीतानागतं करोमि कर्म वर्तमानं मतिः न इति,जो बीत गए हैं जो आनेवाले हैं और वर्तमान हैं ऐसे जो कर्म हैं उनको में न करता हूँ न भोगता हूँ यह मेरी निश्चल बुद्धि है,जो बीत गए हैं जो आनेवाले हैं और वर्तमान हैं ऐसे जो कर्म हैं उनको में न करता हूँ न भोगता हूँ यह मेरी निश्चल बुद्धि है,100.00000000000004,100.0
108,न कर्म इति मे निश्चला भुञ्जामि वर्तमानं तथैव करोमि न च मतिः अतीतानागतं,जो बीत गए हैं जो आनेवाले हैं और वर्तमान हैं ऐसे जो कर्म हैं उनको में न करता हूँ न भोगता हूँ यह मेरी निश्चल बुद्धि है,जो बीत गए हैं जो आनेवाले हैं और वर्तमान हैं ऐसे जो कर्म हैं उनको में न करता हूँ न भोगता हूँ यह मेरी निश्चल बुद्धि है,100.00000000000004,100.0
109,कथमित्युच्यते—,किस प्रकार विचार किया सो बतलाते हैं,किस प्रकार विचार किया सो बतलाते हैं,100.00000000000004,100.0
110,कथमित्युच्यते—,किस प्रकार विचार किया सो बतलाते हैं,किस प्रकार विचार किया सो बतलाते हैं,100.00000000000004,100.0
111,कथमित्युच्यते—,किस प्रकार विचार किया सो बतलाते हैं,किस प्रकार विचार किया सो बतलाते हैं,100.00000000000004,100.0
112,पिता च माता च कुलं न जाति र्जन्मादिमृत्युर्न च मे कदाचित् ॥,न मेरे माता है न पिता है कुल है न जाति है मेरे कभी जन्म मृत्यु नहीं हैं स्नेह और मोह नहीं हैं फिर कैसे वर्णन करूँ में मोक्ष स्वरूप हूँ और निरोग हूँ,न मेरे माता है न पिता है कुल है न जाति है मेरे कभी जन्म मृत्यु नहीं हैं स्नेह और मोह नहीं हैं फिर कैसे वर्णन करूँ में मोक्ष स्वरूप हूँ और निरोग हूँ,100.00000000000004,100.0
113,च माता मे न च पिता र्जन्मादिमृत्युर्न जाति च कदाचित् कुलं ॥,न मेरे माता है न पिता है कुल है न जाति है मेरे कभी जन्म मृत्यु नहीं हैं स्नेह और मोह नहीं हैं फिर कैसे वर्णन करूँ में मोक्ष स्वरूप हूँ और निरोग हूँ,न मेरे माता है न पिता है कुल है न जाति है मेरे कभी जन्म मृत्यु नहीं हैं स्नेह और मोह नहीं हैं फिर कैसे वर्णन करूँ में मोक्ष स्वरूप हूँ और निरोग हूँ,100.00000000000004,100.0
114,च माता मे पिता च र्जन्मादिमृत्युर्न न जाति कुलं च कदाचित् ॥,न मेरे माता है न पिता है कुल है न जाति है मेरे कभी जन्म मृत्यु नहीं हैं स्नेह और मोह नहीं हैं फिर कैसे वर्णन करूँ में मोक्ष स्वरूप हूँ और निरोग हूँ,न मेरे माता है न पिता है कुल है न जाति है मेरे कभी जन्म मृत्यु नहीं हैं स्नेह और मोह नहीं हैं फिर कैसे वर्णन करूँ में मोक्ष स्वरूप हूँ और निरोग हूँ,100.00000000000004,100.0
115,भवत्वेवम्; किं तव नष्टं यद्येवं स्यात् ?,पूर्व ऐसा सिद्धान्त भले ही रहे; किन्तु यदि ऐसा हो भी तो तुम्हारी क्या हानि है ?,पूर्व ऐसा सिद्धान्त भले ही रहे; किन्तु यदि ऐसा हो भी तो तुम्हारी क्या हानि है?,100.00000000000004,100.0
116,किं तव भवत्वेवम्; ? नष्टं स्यात् यद्येवं,पूर्व ऐसा सिद्धान्त भले ही रहे; किन्तु यदि ऐसा हो भी तो तुम्हारी क्या हानि है ?,पूर्व ऐसा सिद्धान्त भले ही रहे; किन्तु यदि ऐसा हो भी तो तुम्हारी क्या हानि है?,100.00000000000004,100.0
117,भवत्वेवम्; किं तव ? यद्येवं नष्टं स्यात्,पूर्व ऐसा सिद्धान्त भले ही रहे; किन्तु यदि ऐसा हो भी तो तुम्हारी क्या हानि है ?,पूर्व ऐसा सिद्धान्त भले ही रहे; किन्तु यदि ऐसा हो भी तो तुम्हारी क्या हानि है?,100.00000000000004,100.0
118,कथं तर्ह्यलिङ्गस्य दर्शनम् उपपद्यत इत्युच्यते,तो फिर जिसका कोई लिङ्ग नहीं है उस [आत्मा] का दर्शन होना किस प्रकार सम्भव है ? इसपर कहा जाता है,तो फिर जिसका कोई लिङ्ग नहीं है उस [आत्मा] का दर्शन होना किस प्रकार सम्भव है? इसपर कहा जाता है,100.00000000000004,100.0
119,उपपद्यत तर्ह्यलिङ्गस्य इत्युच्यते कथं दर्शनम्,तो फिर जिसका कोई लिङ्ग नहीं है उस [आत्मा] का दर्शन होना किस प्रकार सम्भव है ? इसपर कहा जाता है,तो फिर जिसका कोई लिङ्ग नहीं है उस [आत्मा] का दर्शन होना किस प्रकार सम्भव है? इसपर कहा जाता है,100.00000000000004,100.0
120,इत्युच्यते दर्शनम् तर्ह्यलिङ्गस्य कथं उपपद्यत,तो फिर जिसका कोई लिङ्ग नहीं है उस [आत्मा] का दर्शन होना किस प्रकार सम्भव है ? इसपर कहा जाता है,तो फिर जिसका कोई लिङ्ग नहीं है उस [आत्मा] का दर्शन होना किस प्रकार सम्भव है? इसपर कहा जाता है,100.00000000000004,100.0
121,अहो चित्त कथं भ्रान्तः प्रधावसि पिशाचवत् अभिन्नं पश्य चात्मानं रागत्यागात्सुखी भव,हे चित्त ! तू घबडाकर पिशाच की तरह क्यों दौडता फिरता है आत्मा को अभिन्नभाव में देख और विषयोंको छोडकर सुखी हो,हे चित्त! तू घबडाकर पिशाच की तरह क्यों दौडता फिरता है आत्मा को अभिन्नभाव में देख और विषयोंको छोडकर सुखी हो,100.00000000000004,100.0
122,पिशाचवत् अभिन्नं चात्मानं पश्य अहो चित्त कथं प्रधावसि रागत्यागात्सुखी भव भ्रान्तः,हे चित्त ! तू घबडाकर पिशाच की तरह क्यों दौडता फिरता है आत्मा को अभिन्नभाव में देख और विषयोंको छोडकर सुखी हो,हे चित्त! तू घबडाकर पिशाच की तरह क्यों दौडता फिरता है आत्मा को अभिन्नभाव में देख और विषयोंको छोडकर सुखी हो,100.00000000000004,100.0
123,चात्मानं पिशाचवत् पश्य कथं अहो अभिन्नं चित्त रागत्यागात्सुखी भव प्रधावसि भ्रान्तः,हे चित्त ! तू घबडाकर पिशाच की तरह क्यों दौडता फिरता है आत्मा को अभिन्नभाव में देख और विषयोंको छोडकर सुखी हो,हे चित्त! तू घबडाकर पिशाच की तरह क्यों दौडता फिरता है आत्मा को अभिन्नभाव में देख और विषयोंको छोडकर सुखी हो,100.00000000000004,100.0
124,किमु जपैश्च तपोभिरुताध्वरैरपि किमुत्तमतीर्थनिषेवणैः किमुत शास्त्रकदम्बविलोकनैर्भजत रे मनुजाः कमलापतिम्,"जप, तप, यज्ञ अथवा उत्तम उत्तम तीर्थोंके सेवनमें क्या रखा है ? अथवा अधिक शास्त्रावलोकनके पचड़ेमें पड़नेसे ही क्या होना है ? रे मनुष्यो ! बस श्रीकमलापतिको ही भजो","जप, तप, यज्ञ अथवा उत्तम उत्तम तीर्थोंके सेवनमें क्या रखा है? अथवा अधिक शास्त्रावलोकनके पचड़ेमें पड़नेसे ही क्या होना है? रे मनुष्यो! बस श्रीकमलापतिको ही भजो",100.00000000000004,100.0
125,त्वमेव तत्वं हि विकारवर्जितं निष्कम्पमेकं हि विमोक्षविग्रहम् ॥,तूही विकारतत्व एक निष्कल और मोक्षस्वरूप है न तेरे राग है न विराग है फिर विषय वासना में लीन होकर क्यों संताप करता है,तूही विकारतत्व एक निष्कल और मोक्षस्वरूप है न तेरे राग है न विराग है फिर विषय वासना में लीन होकर क्यों संताप करता है,100.00000000000004,100.0
126,तत्वं विकारवर्जितं हि विमोक्षविग्रहम् हि त्वमेव निष्कम्पमेकं ॥,तूही विकारतत्व एक निष्कल और मोक्षस्वरूप है न तेरे राग है न विराग है फिर विषय वासना में लीन होकर क्यों संताप करता है,तूही विकारतत्व एक निष्कल और मोक्षस्वरूप है न तेरे राग है न विराग है फिर विषय वासना में लीन होकर क्यों संताप करता है,100.00000000000004,100.0
127,विमोक्षविग्रहम् हि निष्कम्पमेकं त्वमेव विकारवर्जितं हि तत्वं ॥,तूही विकारतत्व एक निष्कल और मोक्षस्वरूप है न तेरे राग है न विराग है फिर विषय वासना में लीन होकर क्यों संताप करता है,तूही विकारतत्व एक निष्कल और मोक्षस्वरूप है न तेरे राग है न विराग है फिर विषय वासना में लीन होकर क्यों संताप करता है,100.00000000000004,100.0
128,तत्रैव च समाख्यातः स्वयंज्योतिर्हि पूरुषः जडः परप्रकाश्योऽयं कथं स्याद्देहकः पुमान्,वहीं यह भी बतलाया है कि पुरुष स्वयंप्रकाश है; फिर यह परप्रकाश्य जड देह पुरुष कैसे हो सकता है ?,वहीं यह भी बतलाया है कि पुरुष स्वयंप्रकाश है; फिर यह परप्रकाश्य जड देह पुरुष कैसे हो सकता है?,100.00000000000004,100.0
129,जडः पूरुषः पुमान् कथं परप्रकाश्योऽयं स्वयंज्योतिर्हि च समाख्यातः स्याद्देहकः तत्रैव,वहीं यह भी बतलाया है कि पुरुष स्वयंप्रकाश है; फिर यह परप्रकाश्य जड देह पुरुष कैसे हो सकता है ?,वहीं यह भी बतलाया है कि पुरुष स्वयंप्रकाश है; फिर यह परप्रकाश्य जड देह पुरुष कैसे हो सकता है?,100.00000000000004,100.0
130,तत्रैव पुमान् कथं स्वयंज्योतिर्हि परप्रकाश्योऽयं समाख्यातः पूरुषः स्याद्देहकः जडः च,वहीं यह भी बतलाया है कि पुरुष स्वयंप्रकाश है; फिर यह परप्रकाश्य जड देह पुरुष कैसे हो सकता है ?,वहीं यह भी बतलाया है कि पुरुष स्वयंप्रकाश है; फिर यह परप्रकाश्य जड देह पुरुष कैसे हो सकता है?,100.00000000000004,100.0
131,तेषामेको महानासीत् सर्वमल्लानथाद्वयत् आवल्गमानं तं रने नोपतिष्ठति कश्चन,"उन सबमें एक बहुत बड़ा पहलवान था जो दूसरे सब पहलवानोंको अपने साथ लड़नेके लिये ललकारता था जब वह अखाड़े में उतरकर उछलने लगा, उस समय कोई भी उसके समीप खड़ा न हो सका","उन सबमें एक बहुत बड़ा पहलवान था जो दूसरे सब पहलवानोंको अपने साथ लड़नेके लिये ललकारता था जब वह अखाड़े में उतरकर उछलने लगा, उस समय कोई भी उसके समीप खड़ा न हो सका",100.00000000000004,100.0
132,तेषामेको सर्वमल्लानथाद्वयत् रने आवल्गमानं महानासीत् कश्चन तं नोपतिष्ठति,"उन सबमें एक बहुत बड़ा पहलवान था जो दूसरे सब पहलवानोंको अपने साथ लड़नेके लिये ललकारता था जब वह अखाड़े में उतरकर उछलने लगा, उस समय कोई भी उसके समीप खड़ा न हो सका","उन सबमें एक बहुत बड़ा पहलवान था जो दूसरे सब पहलवानोंको अपने साथ लड़नेके लिये ललकारता था जब वह अखाड़े में उतरकर उछलने लगा, उस समय कोई भी उसके समीप खड़ा न हो सका",100.00000000000004,100.0
133,परेण सहजात्मापि ह्यभिन्नः प्रतिभाति मे व्योमाकारं तथैवैकं ध्याता ध्यानं कथं भवेत्,मुझको मालुम होता है कि परमेश्वर से जीवात्मा अलग नहीं है यह जीव आकाश के आकारका है एक है ध्यान करनेवाला है,मुझको मालुम होता है कि परमेश्वर से जीवात्मा अलग नहीं है यह जीव आकाश के आकारका है एक है ध्यान करनेवाला है,100.00000000000004,100.0
134,व्योमाकारं कथं ध्याता सहजात्मापि ह्यभिन्नः भवेत् ध्यानं मे तथैवैकं परेण प्रतिभाति,मुझको मालुम होता है कि परमेश्वर से जीवात्मा अलग नहीं है यह जीव आकाश के आकारका है एक है ध्यान करनेवाला है,मुझको मालुम होता है कि परमेश्वर से जीवात्मा अलग नहीं है यह जीव आकाश के आकारका है एक है ध्यान करनेवाला है,100.00000000000004,100.0
135,भवेत् तथैवैकं सहजात्मापि ह्यभिन्नः ध्याता कथं परेण व्योमाकारं ध्यानं मे प्रतिभाति,मुझको मालुम होता है कि परमेश्वर से जीवात्मा अलग नहीं है यह जीव आकाश के आकारका है एक है ध्यान करनेवाला है,मुझको मालुम होता है कि परमेश्वर से जीवात्मा अलग नहीं है यह जीव आकाश के आकारका है एक है ध्यान करनेवाला है,100.00000000000004,100.0
136,यदि सारविसारविहीन इति यदि शून्यविशून्यविहीन इति ॥,"यदि सार बिसार, शून्य, विशून्य, यह सब कुछ भी नहीं है, यदि एक और निरन्तर सर्व सत्य है तो पहिला वा पिछला किस तरह सम्भव हो सकता है","यदि सार बिसार, शून्य, विशून्य, यह सब कुछ भी नहीं है, यदि एक और निरन्तर सर्व सत्य है तो पहिला वा पिछला किस तरह सम्भव हो सकता है",100.00000000000004,100.0
137,इति यदि सारविसारविहीन इति शून्यविशून्यविहीन यदि ॥,"यदि सार बिसार, शून्य, विशून्य, यह सब कुछ भी नहीं है, यदि एक और निरन्तर सर्व सत्य है तो पहिला वा पिछला किस तरह सम्भव हो सकता है","यदि सार बिसार, शून्य, विशून्य, यह सब कुछ भी नहीं है, यदि एक और निरन्तर सर्व सत्य है तो पहिला वा पिछला किस तरह सम्भव हो सकता है",100.00000000000004,100.0
138,कौटिल्यदम्भसंयुक्ता सत्यशौचविवर्जिता केनापि निर्मिता नारीबन्धनं सर्वदेहिनाम्,"कुटिलता और कपट से भरी हुई, सत्य और शुद्धि वर्जित सब प्राणियों का बंधन रूप स्त्री को किसने बनाया","कुटिलता और कपट से भरी हुई, सत्य और शुद्धि वर्जित सब प्राणियों का बंधन रूप स्त्री को किसने बनाया",100.00000000000004,100.0
139,कौटिल्यदम्भसंयुक्ता सत्यशौचविवर्जिता नारीबन्धनं सर्वदेहिनाम् निर्मिता केनापि,"कुटिलता और कपट से भरी हुई, सत्य और शुद्धि वर्जित सब प्राणियों का बंधन रूप स्त्री को किसने बनाया","कुटिलता और कपट से भरी हुई, सत्य और शुद्धि वर्जित सब प्राणियों का बंधन रूप स्त्री को किसने बनाया",100.00000000000004,100.0
140,सत्यशौचविवर्जिता कौटिल्यदम्भसंयुक्ता सर्वदेहिनाम् केनापि निर्मिता नारीबन्धनं,"कुटिलता और कपट से भरी हुई, सत्य और शुद्धि वर्जित सब प्राणियों का बंधन रूप स्त्री को किसने बनाया","कुटिलता और कपट से भरी हुई, सत्य और शुद्धि वर्जित सब प्राणियों का बंधन रूप स्त्री को किसने बनाया",100.00000000000004,100.0
141,ग्राहकमेव कारणं किंचिन्न ग्राहको कार्यम् वा न नैव मम ॥,न तो कोई उसको पकडनेवाला है न वह पकडने योग्य है न मेरे कुछ कारण है न कार्य है वह ईश्वर विचार करने में नहीं आसकता है उसका रूप कैसे कहूँ में मोक्षरूप हूँ और निरोग हूँ,न तो कोई उसको पकडनेवाला है न वह पकडने योग्य है न मेरे कुछ कारण है न कार्य है वह ईश्वर विचार करने में नहीं आसकता है उसका रूप कैसे कहूँ में मोक्षरूप हूँ और निरोग हूँ,100.00000000000004,100.0
142,गगनं पवनो नहि सत्यमिति धरणी दहनो नहि सत्यमिति ॥,आकाश और पवन ये सच्चे नहीं हैं पृथिवी और दहन सच्चे नहीं हैं यदि एक है और भेद रहित सबमें शिवरूप है तो बादल और जल कैसे है,आकाश और पवन ये सच्चे नहीं हैं पृथिवी और दहन सच्चे नहीं हैं यदि एक है और भेद रहित सबमें शिवरूप है तो बादल और जल कैसे है,100.00000000000004,100.0
143,गगनं धरणी नहि पवनो सत्यमिति सत्यमिति दहनो नहि ॥,आकाश और पवन ये सच्चे नहीं हैं पृथिवी और दहन सच्चे नहीं हैं यदि एक है और भेद रहित सबमें शिवरूप है तो बादल और जल कैसे है,आकाश और पवन ये सच्चे नहीं हैं पृथिवी और दहन सच्चे नहीं हैं यदि एक है और भेद रहित सबमें शिवरूप है तो बादल और जल कैसे है,100.00000000000004,100.0
144,सत्यमिति नहि दहनो नहि धरणी पवनो सत्यमिति गगनं ॥,आकाश और पवन ये सच्चे नहीं हैं पृथिवी और दहन सच्चे नहीं हैं यदि एक है और भेद रहित सबमें शिवरूप है तो बादल और जल कैसे है,आकाश और पवन ये सच्चे नहीं हैं पृथिवी और दहन सच्चे नहीं हैं यदि एक है और भेद रहित सबमें शिवरूप है तो बादल और जल कैसे है,100.00000000000004,100.0
145,आत्मानं सततं विद्धि सर्वत्रैकं निरन्तरम् अहं ध्याता परं ध्येयमखण्ड खण्ड्यते कथम्,आत्मा सदा सब जगह एक है और नित्य है यह जानो में ध्यान करनेवाला और परमध्येय अर्थात् ध्यानके योग्य हूं यह कहकर उस अखण्डित पुरुषको किस प्रकार से खण्डित करते हो,आत्मा सदा सब जगह एक है और नित्य है यह जानो में ध्यान करनेवाला और परमध्येय अर्थात् ध्यानके योग्य हूं यह कहकर उस अखण्डित पुरुषको किस प्रकार से खण्डित करते हो,100.00000000000004,100.0
146,अहं सर्वत्रैकं निरन्तरम् परं खण्ड्यते ध्याता विद्धि सततं कथम् आत्मानं ध्येयमखण्ड,आत्मा सदा सब जगह एक है और नित्य है यह जानो में ध्यान करनेवाला और परमध्येय अर्थात् ध्यानके योग्य हूं यह कहकर उस अखण्डित पुरुषको किस प्रकार से खण्डित करते हो,आत्मा सदा सब जगह एक है और नित्य है यह जानो में ध्यान करनेवाला और परमध्येय अर्थात् ध्यानके योग्य हूं यह कहकर उस अखण्डित पुरुषको किस प्रकार से खण्डित करते हो,100.00000000000004,100.0
147,निरन्तरम् खण्ड्यते अहं सर्वत्रैकं ध्याता सततं परं कथम् ध्येयमखण्ड विद्धि आत्मानं,आत्मा सदा सब जगह एक है और नित्य है यह जानो में ध्यान करनेवाला और परमध्येय अर्थात् ध्यानके योग्य हूं यह कहकर उस अखण्डित पुरुषको किस प्रकार से खण्डित करते हो,आत्मा सदा सब जगह एक है और नित्य है यह जानो में ध्यान करनेवाला और परमध्येय अर्थात् ध्यानके योग्य हूं यह कहकर उस अखण्डित पुरुषको किस प्रकार से खण्डित करते हो,100.00000000000004,100.0
148,सुखार्थप्रबोधनार्थम् अल्पग्रन्था काठकोपनिषद्वल्लीनां अथ वृत्तिरारभ्यते,अब कठोपनिषद्की वल्लियोंको सुगमतासे समझानेके लिये यह संक्षिप्त वृत्ति आरम्भ की जाती है,अब कठोपनिषद्की वल्लियोंको सुगमतासे समझानेके लिये यह संक्षिप्त वृत्ति आरम्भ की जाती है,100.00000000000004,100.0
149,काठकोपनिषद्वल्लीनां अल्पग्रन्था अथ वृत्तिरारभ्यते सुखार्थप्रबोधनार्थम्,अब कठोपनिषद्की वल्लियोंको सुगमतासे समझानेके लिये यह संक्षिप्त वृत्ति आरम्भ की जाती है,अब कठोपनिषद्की वल्लियोंको सुगमतासे समझानेके लिये यह संक्षिप्त वृत्ति आरम्भ की जाती है,100.00000000000004,100.0
150,सुता भर्तारमनुशोचति दमयन्ती तव वचनमब्रवीत् भीमं महाराजं ततो भार्या,तदनन्तर महाराज भीमसे उनकी पत्नीने कहा प्राण नाथ ! आपकी पुत्री दमयन्ती अपने पतिके लिये निरन्तर शोक में डूबी रहती है,तदनन्तर महाराज भीमसे उनकी पत्नीने कहा प्राण नाथ! आपकी पुत्री दमयन्ती अपने पतिके लिये निरन्तर शोक में डूबी रहती है,100.00000000000004,100.0
151,सुता भर्तारमनुशोचति भीमं ततो भार्या दमयन्ती तव वचनमब्रवीत् महाराजं,तदनन्तर महाराज भीमसे उनकी पत्नीने कहा प्राण नाथ ! आपकी पुत्री दमयन्ती अपने पतिके लिये निरन्तर शोक में डूबी रहती है,तदनन्तर महाराज भीमसे उनकी पत्नीने कहा प्राण नाथ! आपकी पुत्री दमयन्ती अपने पतिके लिये निरन्तर शोक में डूबी रहती है,100.00000000000004,100.0
152,दुर्बोधबोधगहनो न भवामि तात दुर्लक्ष्यलक्ष्यगहनो न भवामि तात ॥,"खोटा ज्ञान मुझको नहीं है, कठिन से जो देखने में आवे ऐसा भी नहीं हूं, हे तात! समीप में प्राप्त होने वाला जिसका रूप है ऐसा भी नहीं हूँ, हे तात! में ज्ञान और अमृत स्वरूप हूँ समान रस हूँ आकाश के समान हूँ","खोटा ज्ञान मुझको नहीं है, कठिन से जो देखने में आवे ऐसा भी नहीं हूं, हे तात! समीप में प्राप्त होने वाला जिसका रूप है ऐसा भी नहीं हूँ, हे तात! में ज्ञान और अमृत स्वरूप हूँ समान रस हूँ आकाश के समान हूँ",100.00000000000004,100.0
153,भवामि न भवामि न तात दुर्लक्ष्यलक्ष्यगहनो दुर्बोधबोधगहनो तात ॥,"खोटा ज्ञान मुझको नहीं है, कठिन से जो देखने में आवे ऐसा भी नहीं हूं, हे तात! समीप में प्राप्त होने वाला जिसका रूप है ऐसा भी नहीं हूँ, हे तात! में ज्ञान और अमृत स्वरूप हूँ समान रस हूँ आकाश के समान हूँ","खोटा ज्ञान मुझको नहीं है, कठिन से जो देखने में आवे ऐसा भी नहीं हूं, हे तात! समीप में प्राप्त होने वाला जिसका रूप है ऐसा भी नहीं हूँ, हे तात! में ज्ञान और अमृत स्वरूप हूँ समान रस हूँ आकाश के समान हूँ",100.00000000000004,100.0
154,तात भवामि न तात दुर्लक्ष्यलक्ष्यगहनो भवामि दुर्बोधबोधगहनो न ॥,"खोटा ज्ञान मुझको नहीं है, कठिन से जो देखने में आवे ऐसा भी नहीं हूं, हे तात! समीप में प्राप्त होने वाला जिसका रूप है ऐसा भी नहीं हूँ, हे तात! में ज्ञान और अमृत स्वरूप हूँ समान रस हूँ आकाश के समान हूँ","खोटा ज्ञान मुझको नहीं है, कठिन से जो देखने में आवे ऐसा भी नहीं हूं, हे तात! समीप में प्राप्त होने वाला जिसका रूप है ऐसा भी नहीं हूँ, हे तात! में ज्ञान और अमृत स्वरूप हूँ समान रस हूँ आकाश के समान हूँ",100.00000000000004,100.0
155,अभिन्नं कुत्सितः हि गतो मोक्षमव्ययम् आत्मानं वर्तते काको प्रति नरकं चामृतंहित्वा,अमृतरूपी भेद रहित मोक्ष स्वरूप अविनाशी आत्मा को छोडकर लोटा कौआ नरक की और जाता है,अमृतरूपी भेद रहित मोक्ष स्वरूप अविनाशी आत्मा को छोडकर लोटा कौआ नरक की और जाता है,100.00000000000004,100.0
156,मोक्षमव्ययम् वर्तते अभिन्नं कुत्सितः प्रति नरकं हि काको चामृतंहित्वा गतो आत्मानं,अमृतरूपी भेद रहित मोक्ष स्वरूप अविनाशी आत्मा को छोडकर लोटा कौआ नरक की और जाता है,अमृतरूपी भेद रहित मोक्ष स्वरूप अविनाशी आत्मा को छोडकर लोटा कौआ नरक की और जाता है,100.00000000000004,100.0
